Country,Date,Forecast Active Cases,Forecast Active Cases Lower Bound,Forecast Active Cases Upper Bound,Forecast Confirmed Cases,Forecast Confirmed Cases Lower Bound,Forecast Confirmed Cases Upper Bound,Forecast New Cases,Forecast New Cases Lower Bound,Forecast New Cases Upper Bound,Lang,Lat,Province,uid
Andorra,2020-01-22,0,0,0,0,0,0,0,0,0,1.5218,42.5063,,Andorra
United Kingdom,2020-01-22,0,0,0,0,0,0,0,0,0,-3.4360000000000004,55.3781,,United Kingdom
United Kingdom,2020-01-22,0,0,0,0,0,0,0,0,0,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
United Kingdom,2020-01-22,0,0,0,0,0,0,0,0,0,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
Argentina,2020-01-22,0,0,0,0,0,0,0,0,0,-63.6167,-38.4161,,Argentina
United Arab Emirates,2020-01-22,0,0,0,0,0,0,0,0,0,54.0,24.0,,United Arab Emirates
Ukraine,2020-01-22,0,0,0,0,0,0,0,0,0,31.1656,48.3794,,Ukraine
Armenia,2020-01-22,0,0,0,0,0,0,0,0,0,45.0382,40.0691,,Armenia
Turkey,2020-01-22,0,0,0,0,0,0,0,0,0,35.2433,38.9637,,Turkey
Tunisia,2020-01-22,0,0,0,0,0,0,0,0,0,9.0,34.0,,Tunisia
Brunei,2020-01-22,0,0,0,0,0,0,0,0,0,114.7277,4.5353,,Brunei
Australia,2020-01-22,0,0,0,0,0,0,0,0,0,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
Taiwan*,2020-01-22,1,1,1,1,1,1,0,0,0,121.0,23.7,,Taiwan*
Switzerland,2020-01-22,0,0,0,0,0,0,0,0,0,8.2275,46.8182,,Switzerland
Australia,2020-01-22,0,0,0,0,0,0,0,0,0,151.2093,-33.8688,New South Wales,Australia - New South Wales
Sweden,2020-01-22,0,0,0,0,0,0,0,0,0,16.0,63.0,,Sweden
Sri Lanka,2020-01-22,0,0,0,0,0,0,0,0,0,81.0,7.0,,Sri Lanka
Australia,2020-01-22,0,0,0,0,0,0,0,0,0,153.4,-28.0167,Queensland,Australia - Queensland
Spain,2020-01-22,0,0,0,0,0,0,0,0,0,-4.0,40.0,,Spain
South Africa,2020-01-22,0,0,0,0,0,0,0,0,0,22.9375,-30.5595,,South Africa
Australia,2020-01-22,0,0,0,0,0,0,0,0,0,138.6007,-34.9285,South Australia,Australia - South Australia
Slovenia,2020-01-22,0,0,0,0,0,0,0,0,0,14.9955,46.1512,,Slovenia
Slovakia,2020-01-22,0,0,0,0,0,0,0,0,0,19.699,48.669,,Slovakia
Australia,2020-01-22,0,0,0,0,0,0,0,0,0,145.9707,-41.4545,Tasmania,Australia - Tasmania
Thailand,2020-01-22,2,2,2,2,2,2,0,0,0,101.0,15.0,,Thailand
Moldova,2020-01-22,0,0,0,0,0,0,0,0,0,28.3699,47.4116,,Moldova
Mexico,2020-01-22,0,0,0,0,0,0,0,0,0,-102.5528,23.6345,,Mexico
Bulgaria,2020-01-22,0,0,0,0,0,0,0,0,0,25.4858,42.7339,,Bulgaria
Greece,2020-01-22,0,0,0,0,0,0,0,0,0,21.8243,39.0742,,Greece
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-85.3232,51.2538,Ontario,Canada - Ontario
Ghana,2020-01-22,0,0,0,0,0,0,0,0,0,-1.0232,7.9465,,Ghana
Germany,2020-01-22,0,0,0,0,0,0,0,0,0,9.0,51.0,,Germany
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-73.5491,52.9399,Quebec,Canada - Quebec
France,2020-01-22,0,0,0,0,0,0,0,0,0,2.2137,46.2276,,France
France,2020-01-22,0,0,0,0,0,0,0,0,0,-61.0242,14.6415,Martinique,France - Martinique
France,2020-01-22,0,0,0,0,0,0,0,0,0,55.2471,-21.1351,Reunion,France - Reunion
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
France,2020-01-22,0,0,0,0,0,0,0,0,0,45.1662,-12.8275,Mayotte,France - Mayotte
France,2020-01-22,0,0,0,0,0,0,0,0,0,-61.5833,16.25,Guadeloupe,France - Guadeloupe
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Chile,2020-01-22,0,0,0,0,0,0,0,0,0,-71.543,-35.6751,,Chile
Estonia,2020-01-22,0,0,0,0,0,0,0,0,0,25.0136,58.5953,,Estonia
Colombia,2020-01-22,0,0,0,0,0,0,0,0,0,-74.2973,4.5709,,Colombia
Egypt,2020-01-22,0,0,0,0,0,0,0,0,0,30.0,26.0,,Egypt
Ecuador,2020-01-22,0,0,0,0,0,0,0,0,0,-78.1834,-1.8312,,Ecuador
Dominican Republic,2020-01-22,0,0,0,0,0,0,0,0,0,-70.1627,18.7357,,Dominican Republic
Costa Rica,2020-01-22,0,0,0,0,0,0,0,0,0,-83.7534,9.7489,,Costa Rica
Denmark,2020-01-22,0,0,0,0,0,0,0,0,0,9.5018,56.2639,,Denmark
Denmark,2020-01-22,0,0,0,0,0,0,0,0,0,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
Cote d'Ivoire,2020-01-22,0,0,0,0,0,0,0,0,0,-5.5471,7.54,,Cote d'Ivoire
Czechia,2020-01-22,0,0,0,0,0,0,0,0,0,15.472999999999999,49.8175,,Czechia
Cyprus,2020-01-22,0,0,0,0,0,0,0,0,0,33.4299,35.1264,,Cyprus
Croatia,2020-01-22,0,0,0,0,0,0,0,0,0,15.2,45.1,,Croatia
Finland,2020-01-22,0,0,0,0,0,0,0,0,0,26.0,64.0,,Finland
Algeria,2020-01-22,0,0,0,0,0,0,0,0,0,1.6596,28.0339,,Algeria
Hungary,2020-01-22,0,0,0,0,0,0,0,0,0,19.5033,47.1625,,Hungary
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Mauritius,2020-01-22,0,0,0,0,0,0,0,0,0,57.5,-20.2,,Mauritius
Malta,2020-01-22,0,0,0,0,0,0,0,0,0,14.3754,35.9375,,Malta
Malaysia,2020-01-22,0,0,0,0,0,0,0,0,0,112.5,2.5,,Malaysia
Burkina Faso,2020-01-22,0,0,0,0,0,0,0,0,0,-1.5616,12.2383,,Burkina Faso
Luxembourg,2020-01-22,0,0,0,0,0,0,0,0,0,6.1296,49.8153,,Luxembourg
Lithuania,2020-01-22,0,0,0,0,0,0,0,0,0,23.8813,55.1694,,Lithuania
Lebanon,2020-01-22,0,0,0,0,0,0,0,0,0,35.8623,33.8547,,Lebanon
Latvia,2020-01-22,0,0,0,0,0,0,0,0,0,24.6032,56.8796,,Latvia
Kuwait,2020-01-22,0,0,0,0,0,0,0,0,0,47.75,29.5,,Kuwait
"Korea, South",2020-01-22,1,1,1,1,1,1,0,0,0,128.0,36.0,,"Korea, South"
Iceland,2020-01-22,0,0,0,0,0,0,0,0,0,-19.0208,64.9631,,Iceland
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-116.5765,53.9333,Alberta,Canada - Alberta
Jordan,2020-01-22,0,0,0,0,0,0,0,0,0,36.51,31.24,,Jordan
Japan,2020-01-22,2,2,2,2,2,2,0,0,0,138.0,36.0,,Japan
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-123.1207,49.2827,British Columbia,Canada - British Columbia
Italy,2020-01-22,0,0,0,0,0,0,0,0,0,12.0,43.0,,Italy
Israel,2020-01-22,0,0,0,0,0,0,0,0,0,35.0,31.0,,Israel
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-98.8139,53.7609,Manitoba,Canada - Manitoba
Ireland,2020-01-22,0,0,0,0,0,0,0,0,0,-7.6921,53.1424,,Ireland
Iraq,2020-01-22,0,0,0,0,0,0,0,0,0,44.0,33.0,,Iraq
Canada,2020-01-22,0,0,0,0,0,0,0,0,0,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Iran,2020-01-22,0,0,0,0,0,0,0,0,0,53.0,32.0,,Iran
Indonesia,2020-01-22,0,0,0,0,0,0,0,0,0,113.9213,-0.7893,,Indonesia
India,2020-01-22,0,0,0,0,0,0,0,0,0,78.0,21.0,,India
Kazakhstan,2020-01-22,0,0,0,0,0,0,0,0,0,66.9237,48.0196,,Kazakhstan
Uzbekistan,2020-01-22,0,0,0,0,0,0,0,0,0,64.5853,41.3775,,Uzbekistan
Cuba,2020-01-22,0,0,0,0,0,0,0,0,0,-80.0,22.0,,Cuba
Albania,2020-01-22,0,0,0,0,0,0,0,0,0,20.1683,41.1533,,Albania
Vietnam,2020-01-22,0,0,0,0,0,0,0,0,0,108.0,16.0,,Vietnam
Venezuela,2020-01-22,0,0,0,0,0,0,0,0,0,-66.5897,6.4238,,Venezuela
Brazil,2020-01-23,0,0,0,0,0,0,0,0,0,-51.9253,-14.235,,Brazil
Taiwan*,2020-01-23,1,1,1,1,1,1,0,0,0,121.0,23.7,,Taiwan*
Venezuela,2020-01-23,0,0,0,0,0,0,0,0,0,-66.5897,6.4238,,Venezuela
United Kingdom,2020-01-23,0,0,0,0,0,0,0,0,0,-3.4360000000000004,55.3781,,United Kingdom
New Zealand,2020-01-23,0,0,0,0,0,0,0,0,0,174.886,-40.9006,,New Zealand
Ecuador,2020-01-23,0,0,0,0,0,0,0,0,0,-78.1834,-1.8312,,Ecuador
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-85.3232,51.2538,Ontario,Canada - Ontario
Peru,2020-01-23,0,0,0,0,0,0,0,0,0,-75.0152,-9.19,,Peru
Iceland,2020-01-23,0,0,0,0,0,0,0,0,0,-19.0208,64.9631,,Iceland
Cote d'Ivoire,2020-01-23,0,0,0,0,0,0,0,0,0,-5.5471,7.54,,Cote d'Ivoire
Ukraine,2020-01-23,0,0,0,0,0,0,0,0,0,31.1656,48.3794,,Ukraine
Singapore,2020-01-23,1,1,1,1,1,1,1,1,1,103.8333,1.2833,,Singapore
Bahrain,2020-01-23,0,0,0,0,0,0,0,0,0,50.55,26.0275,,Bahrain
Sweden,2020-01-23,0,0,0,0,0,0,0,0,0,16.0,63.0,,Sweden
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-98.8139,53.7609,Manitoba,Canada - Manitoba
Greece,2020-01-23,0,0,0,0,0,0,0,0,0,21.8243,39.0742,,Greece
Egypt,2020-01-23,0,0,0,0,0,0,0,0,0,30.0,26.0,,Egypt
Philippines,2020-01-23,0,0,0,0,0,0,0,0,0,122.0,13.0,,Philippines
Cuba,2020-01-23,0,0,0,0,0,0,0,0,0,-80.0,22.0,,Cuba
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,115.8605,-31.9505,Western Australia,Australia - Western Australia
Slovakia,2020-01-23,0,0,0,0,0,0,0,0,0,19.699,48.669,,Slovakia
Lebanon,2020-01-23,0,0,0,0,0,0,0,0,0,35.8623,33.8547,,Lebanon
Armenia,2020-01-23,0,0,0,0,0,0,0,0,0,45.0382,40.0691,,Armenia
Andorra,2020-01-23,0,0,0,0,0,0,0,0,0,1.5218,42.5063,,Andorra
Netherlands,2020-01-23,0,0,0,0,0,0,0,0,0,5.2913,52.1326,,Netherlands
San Marino,2020-01-23,0,0,0,0,0,0,0,0,0,12.4578,43.9424,,San Marino
Israel,2020-01-23,0,0,0,0,0,0,0,0,0,35.0,31.0,,Israel
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,145.9707,-41.4545,Tasmania,Australia - Tasmania
Latvia,2020-01-23,0,0,0,0,0,0,0,0,0,24.6032,56.8796,,Latvia
Ghana,2020-01-23,0,0,0,0,0,0,0,0,0,-1.0232,7.9465,,Ghana
Kuwait,2020-01-23,0,0,0,0,0,0,0,0,0,47.75,29.5,,Kuwait
Saudi Arabia,2020-01-23,0,0,0,0,0,0,0,0,0,45.0,24.0,,Saudi Arabia
Italy,2020-01-23,0,0,0,0,0,0,0,0,0,12.0,43.0,,Italy
Norway,2020-01-23,0,0,0,0,0,0,0,0,0,8.4689,60.472,,Norway
Argentina,2020-01-23,0,0,0,0,0,0,0,0,0,-63.6167,-38.4161,,Argentina
United Arab Emirates,2020-01-23,0,0,0,0,0,0,0,0,0,54.0,24.0,,United Arab Emirates
Pakistan,2020-01-23,0,0,0,0,0,0,0,0,0,69.3451,30.3753,,Pakistan
Senegal,2020-01-23,0,0,0,0,0,0,0,0,0,-14.4524,14.4974,,Senegal
Kazakhstan,2020-01-23,0,0,0,0,0,0,0,0,0,66.9237,48.0196,,Kazakhstan
France,2020-01-23,0,0,0,0,0,0,0,0,0,-61.5833,16.25,Guadeloupe,France - Guadeloupe
Albania,2020-01-23,0,0,0,0,0,0,0,0,0,20.1683,41.1533,,Albania
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,144.9631,-37.8136,Victoria,Australia - Victoria
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-123.1207,49.2827,British Columbia,Canada - British Columbia
Japan,2020-01-23,2,2,2,2,2,2,0,0,0,138.0,36.0,,Japan
Switzerland,2020-01-23,0,0,0,0,0,0,0,0,0,8.2275,46.8182,,Switzerland
Jordan,2020-01-23,0,0,0,0,0,0,0,0,0,36.51,31.24,,Jordan
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,151.2093,-33.8688,New South Wales,Australia - New South Wales
Oman,2020-01-23,0,0,0,0,0,0,0,0,0,57.0,21.0,,Oman
Denmark,2020-01-23,0,0,0,0,0,0,0,0,0,9.5018,56.2639,,Denmark
United Kingdom,2020-01-23,0,0,0,0,0,0,0,0,0,-2.3644,49.3723,Channel Islands,United Kingdom - Channel Islands
Costa Rica,2020-01-23,0,0,0,0,0,0,0,0,0,-83.7534,9.7489,,Costa Rica
United Kingdom,2020-01-23,0,0,0,0,0,0,0,0,0,-5.3536,36.1408,Gibraltar,United Kingdom - Gibraltar
Denmark,2020-01-23,0,0,0,0,0,0,0,0,0,-6.9118,61.8926,Faroe Islands,Denmark - Faroe Islands
North Macedonia,2020-01-23,0,0,0,0,0,0,0,0,0,21.7453,41.6086,,North Macedonia
Panama,2020-01-23,0,0,0,0,0,0,0,0,0,-80.7821,8.538,,Panama
"Korea, South",2020-01-23,1,1,1,1,1,1,0,0,0,128.0,36.0,,"Korea, South"
France,2020-01-23,0,0,0,0,0,0,0,0,0,45.1662,-12.8275,Mayotte,France - Mayotte
Chile,2020-01-23,0,0,0,0,0,0,0,0,0,-71.543,-35.6751,,Chile
Hungary,2020-01-23,0,0,0,0,0,0,0,0,0,19.5033,47.1625,,Hungary
Bosnia and Herzegovina,2020-01-23,0,0,0,0,0,0,0,0,0,17.6791,43.9159,,Bosnia and Herzegovina
Serbia,2020-01-23,0,0,0,0,0,0,0,0,0,21.0059,44.0165,,Serbia
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-116.5765,53.9333,Alberta,Canada - Alberta
Dominican Republic,2020-01-23,0,0,0,0,0,0,0,0,0,-70.1627,18.7357,,Dominican Republic
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,149.0124,-35.4735,Australian Capital Territory,Australia - Australian Capital Territory
Morocco,2020-01-23,0,0,0,0,0,0,0,0,0,-7.0926,31.7917,,Morocco
Germany,2020-01-23,0,0,0,0,0,0,0,0,0,9.0,51.0,,Germany
Belgium,2020-01-23,0,0,0,0,0,0,0,0,0,4.0,50.8333,,Belgium
Czechia,2020-01-23,0,0,0,0,0,0,0,0,0,15.472999999999999,49.8175,,Czechia
Poland,2020-01-23,0,0,0,0,0,0,0,0,0,19.1451,51.9194,,Poland
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-73.5491,52.9399,Quebec,Canada - Quebec
Moldova,2020-01-23,0,0,0,0,0,0,0,0,0,28.3699,47.4116,,Moldova
Malaysia,2020-01-23,0,0,0,0,0,0,0,0,0,112.5,2.5,,Malaysia
Burkina Faso,2020-01-23,0,0,0,0,0,0,0,0,0,-1.5616,12.2383,,Burkina Faso
Luxembourg,2020-01-23,0,0,0,0,0,0,0,0,0,6.1296,49.8153,,Luxembourg
US,2020-01-23,1,1,1,1,1,1,0,0,0,-95.7129,37.0902,,US
Mauritius,2020-01-23,0,0,0,0,0,0,0,0,0,57.5,-20.2,,Mauritius
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,153.4,-28.0167,Queensland,Australia - Queensland
Estonia,2020-01-23,0,0,0,0,0,0,0,0,0,25.0136,58.5953,,Estonia
Colombia,2020-01-23,0,0,0,0,0,0,0,0,0,-74.2973,4.5709,,Colombia
Finland,2020-01-23,0,0,0,0,0,0,0,0,0,26.0,64.0,,Finland
Mexico,2020-01-23,0,0,0,0,0,0,0,0,0,-102.5528,23.6345,,Mexico
Iraq,2020-01-23,0,0,0,0,0,0,0,0,0,44.0,33.0,,Iraq
Algeria,2020-01-23,0,0,0,0,0,0,0,0,0,1.6596,28.0339,,Algeria
Afghanistan,2020-01-23,0,0,0,0,0,0,0,0,0,65.0,33.0,,Afghanistan
Croatia,2020-01-23,0,0,0,0,0,0,0,0,0,15.2,45.1,,Croatia
Qatar,2020-01-23,0,0,0,0,0,0,0,0,0,51.1839,25.3548,,Qatar
Portugal,2020-01-23,0,0,0,0,0,0,0,0,0,-8.2245,39.3999,,Portugal
South Africa,2020-01-23,0,0,0,0,0,0,0,0,0,22.9375,-30.5595,,South Africa
Indonesia,2020-01-23,0,0,0,0,0,0,0,0,0,113.9213,-0.7893,,Indonesia
Australia,2020-01-23,0,0,0,0,0,0,0,0,0,138.6007,-34.9285,South Australia,Australia - South Australia
Russia,2020-01-23,0,0,0,0,0,0,0,0,0,90.0,60.0,,Russia
Bulgaria,2020-01-23,0,0,0,0,0,0,0,0,0,25.4858,42.7339,,Bulgaria
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Cyprus,2020-01-23,0,0,0,0,0,0,0,0,0,33.4299,35.1264,,Cyprus
Azerbaijan,2020-01-23,0,0,0,0,0,0,0,0,0,47.5769,40.1431,,Azerbaijan
Tunisia,2020-01-23,0,0,0,0,0,0,0,0,0,9.0,34.0,,Tunisia
Uzbekistan,2020-01-23,0,0,0,0,0,0,0,0,0,64.5853,41.3775,,Uzbekistan
Uruguay,2020-01-23,0,0,0,0,0,0,0,0,0,-55.7658,-32.5228,,Uruguay
Ireland,2020-01-23,0,0,0,0,0,0,0,0,0,-7.6921,53.1424,,Ireland
France,2020-01-23,0,0,0,0,0,0,0,0,0,2.2137,46.2276,,France
Vietnam,2020-01-23,2,2,2,2,2,2,2,2,2,108.0,16.0,,Vietnam
Sri Lanka,2020-01-23,0,0,0,0,0,0,0,0,0,81.0,7.0,,Sri Lanka
Spain,2020-01-23,0,0,0,0,0,0,0,0,0,-4.0,40.0,,Spain
Iran,2020-01-23,0,0,0,0,0,0,0,0,0,53.0,32.0,,Iran
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Romania,2020-01-23,0,0,0,0,0,0,0,0,0,24.9668,45.9432,,Romania
Lithuania,2020-01-23,0,0,0,0,0,0,0,0,0,23.8813,55.1694,,Lithuania
India,2020-01-23,0,0,0,0,0,0,0,0,0,78.0,21.0,,India
France,2020-01-23,0,0,0,0,0,0,0,0,0,-61.0242,14.6415,Martinique,France - Martinique
Austria,2020-01-23,0,0,0,0,0,0,0,0,0,14.5501,47.5162,,Austria
Turkey,2020-01-23,0,0,0,0,0,0,0,0,0,35.2433,38.9637,,Turkey
Slovenia,2020-01-23,0,0,0,0,0,0,0,0,0,14.9955,46.1512,,Slovenia
Thailand,2020-01-23,3,3,3,3,3,3,1,1,1,101.0,15.0,,Thailand
Canada,2020-01-23,0,0,0,0,0,0,0,0,0,-106.4509,52.9399,Saskatchewan,Canada - Saskatchewan
France,2020-01-23,0,0,0,0,0,0,0,0,0,55.2471,-21.1351,Reunion,France - Reunion
Malta,2020-01-23,0,0,0,0,0,0,0,0,0,14.3754,35.9375,,Malta
Brunei,2020-01-23,0,0,0,0,0,0,0,0,0,114.7277,4.5353,,Brunei
Switzerland,2020-01-24,0,0,0,0,0,0,0,0,0,8.2275,46.8182,,Switzerland
Canada,2020-01-24,0,0,0,0,0,0,0,0,0,-66.4619,46.5653,New Brunswick,Canada - New Brunswick
Austria,2020-01-24,0,0,0,0,0,0,0,0,0,14.5501,47.5162,,Austria
Japan,2020-01-24,2,2,2,2,2,2,0,0,0,138.0,36.0,,Japan
Indonesia,2020-01-24,0,0,0,0,0,0,0,0,0,113.9213,-0.7893,,Indonesia
Qatar,2020-01-24,0,0,0,0,0,0,0,0,0,51.1839,25.3548,,Qatar
Iran,2020-01-24,0,0,0,0,0,0,0,0,0,53.0,32.0,,Iran
Costa Rica,2020-01-24,0,0,0,0,0,0,0,0,0,-83.7534,9.7489,,Costa Rica
Canada,2020-01-24,0,0,0,0,0,0,0,0,0,-123.1207,49.2827,British Columbia,Canada - British Columbia
Romania,2020-01-24,0,0,0,0,0,0,0,0,0,24.9668,45.9432,,Romania
United Arab Emirates,2020-01-24,0,0,0,0,0,0,0,0,0,54.0,24.0,,United Arab Emirates
Canada,2020-01-24,0,0,0,0,0,0,0,0,0,-63.7443,44.681999999999995,Nova Scotia,Canada - Nova Scotia
Pakistan,2020-01-24,0,0,0,0,0,0,0,0,0,69.3451,30.3753,,Pakistan
Estonia,2020-01-24,0,0,0,0,0,0,0,0,0,25.0136,58.5953,,Estonia
Italy,2020-01-24,0,0,0,0,0,0,0,0,0,12.0,43.0,,Italy
Tunisia,2020-01-24,0,0,0,0,0,0,0,0,0,9.0,34.0,,Tunisia
Philippines,2020-01-24,0,0,0,0,0,0,0,0,0,122.0,13.0,,Philippines
Canada,2020-01-24,0,0,0,0,0,0,0,0,0,-57.6604,53.1355,Newfoundland and Labrador,Canada - Newfoundland and Labrador
Australia,2020-01-24,0,0,0,0,0,0,0,0,0,115.8605,-31.9505,Western Australia,Australia - Western Australia
Canada,2020-01-24,0,0,0,0,0,0,0,0,0,-98.8139,53.7609,Manitoba,Canada - Manitoba
Venezuela,2020-01-24,0,0,0,0,0,0,0,0,0,-66.5897,6.4238,,Venezuela
Ireland,2020-01-24,0,0,0,0,0,0,0,0,0,-7.6921,53.1424,,Ireland
India,2020-01-24,0,0,0,0,0,0,0,0,0,78.0,21.0,,India
Israel,2020-01-24,0,0,0,0,0,0,0,0,0,35.0,31.0,,Israel
San Marino,2020-01-24,0,0,0,0,0,0,0,0,0,12.4578,43.9424,,San Marino
Turkey,2020-01-24,0,0,0,0,0,0,0,0,0,35.2433,38.9637,,Turkey
Armenia,2020-01-24,0,0,0,0,0,0,0,0,0,45.0382,40.0691,,Armenia
Taiwan*,2020-01-24,3,3,3,3,3,3,2,2,2,121.0,23.7,,Taiwan*
Azerbaijan,2020-01-24,0,0,0,0,0,0,0,0,0,47.5769,40.1431,,Azerbaijan
Dominican Republic,2020-01-24,0,0,0,0,0,0,0,0,0,-70.1627,18.7357,,Dominican Republic
Ecuador,2020-01-24,0,0,0,0,0,0,0,0,0,-78.1834,-1.8312,,Ecuador
Bahrain,2020-01-24,0,0,0,0,0,0,0,0,0,50.55,26.0275,,Bahrain
Thailand,2020-01-24,5,5,5,5,5,5,2,2,2,101.0,15.0,,Thailand
Iceland,2020-01-24,0,0,0,0,0,0,0,0,0,-19.0208,64.9631,,Iceland
Finland,2020-01-24,0,0,0,0,0,0,0,0,0,26.0,64.0,,Finland
Colombia,2020-01-24,0,0,0,0,0,0,0,0,0,-74.2973,4.5709,,Colombia
Iraq,2020-01-24,0,0,0,0,0,0,0,0,0,44.0,33.0,,Iraq
Ukraine,2020-01-24,0,0,0,0,0,0,0,0,0,31.1656,48.3794,,Ukraine
Egypt,2020-01-24,0,0,0,0,0,0,0,0,0,30.0,26.0,,Egypt
Saudi Arabia,2020-01-24,0,0,0,0,0,0,0,0,0,45.0,24.0,,Saudi Arabia
Chile,2020-01-24,0,0,0,0,0,0,0,0,0,-71.543,-35.6751,,Chile
Panama,2020-01-24,0,0,0,0,0,0,0,0,0,-80.7821,8.538,,Panama
Portugal,2020-01-24,0,0,0,0,0,0,0,0,0,-8.2245,39.3999,,Portugal
Russia,2020-01-24,0,0,0,0,0,0,0,0,0,90.0,60.0,,Russia
Hungary,2020-01-24,0,0,0,0,0,0,0,0,0,19.5033,47.1625,,Hungary
