Lat;Lang;Province;Country;Date;Total Confirmed Cases;Total Deaths;New Cases;New Deaths
41.1533;20.1683;;Albania;2020-03-05;0;0;0;0
41.1533;20.1683;;Albania;2020-03-06;0;0;0;0
41.1533;20.1683;;Albania;2020-03-07;0;0;0;0
41.1533;20.1683;;Albania;2020-03-08;0;0;0;0
41.1533;20.1683;;Albania;2020-03-09;2;0;2;0
41.1533;20.1683;;Albania;2020-03-10;10;0;8;0
41.1533;20.1683;;Albania;2020-03-11;12;1;2;1
41.1533;20.1683;;Albania;2020-03-12;23;1;11;0
41.1533;20.1683;;Albania;2020-03-13;33;1;10;0
41.1533;20.1683;;Albania;2020-03-14;38;1;5;0
41.1533;20.1683;;Albania;2020-03-15;42;1;4;0
41.1533;20.1683;;Albania;2020-03-16;51;1;9;0
41.1533;20.1683;;Albania;2020-03-17;55;1;4;0
41.1533;20.1683;;Albania;2020-03-18;59;2;4;1
41.1533;20.1683;;Albania;2020-03-19;64;2;5;0
41.1533;20.1683;;Albania;2020-03-20;70;2;6;0
41.1533;20.1683;;Albania;2020-03-21;76;2;6;0
41.1533;20.1683;;Albania;2020-03-22;89;2;13;0
41.1533;20.1683;;Albania;2020-03-23;104;4;15;2
41.1533;20.1683;;Albania;2020-03-24;123;5;19;1
41.1533;20.1683;;Albania;2020-03-25;146;5;23;0
28.0339;1.6596;;Algeria;2020-01-22;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-23;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-24;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-25;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-26;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-27;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-28;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-29;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-30;0;0;0;0
28.0339;1.6596;;Algeria;2020-01-31;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-01;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-02;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-03;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-04;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-05;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-06;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-07;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-08;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-09;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-10;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-11;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-12;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-13;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-14;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-15;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-16;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-17;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-18;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-19;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-20;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-21;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-22;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-23;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-24;0;0;0;0
28.0339;1.6596;;Algeria;2020-02-25;1;0;1;0
28.0339;1.6596;;Algeria;2020-02-26;1;0;0;0
28.0339;1.6596;;Algeria;2020-02-27;1;0;0;0
28.0339;1.6596;;Algeria;2020-02-28;1;0;0;0
28.0339;1.6596;;Algeria;2020-02-29;1;0;0;0
28.0339;1.6596;;Algeria;2020-03-01;1;0;0;0
28.0339;1.6596;;Algeria;2020-03-02;3;0;2;0
28.0339;1.6596;;Algeria;2020-03-03;5;0;2;0
28.0339;1.6596;;Algeria;2020-03-04;12;0;7;0
28.0339;1.6596;;Algeria;2020-03-05;12;0;0;0
28.0339;1.6596;;Algeria;2020-03-06;17;0;5;0
28.0339;1.6596;;Algeria;2020-03-07;17;0;0;0
28.0339;1.6596;;Algeria;2020-03-08;19;0;2;0
28.0339;1.6596;;Algeria;2020-03-09;20;0;1;0
28.0339;1.6596;;Algeria;2020-03-10;20;0;0;0
28.0339;1.6596;;Algeria;2020-03-11;20;0;0;0
28.0339;1.6596;;Algeria;2020-03-12;24;1;4;1
28.0339;1.6596;;Algeria;2020-03-13;26;2;2;1
28.0339;1.6596;;Algeria;2020-03-14;37;3;11;1
28.0339;1.6596;;Algeria;2020-03-15;48;4;11;1
28.0339;1.6596;;Algeria;2020-03-16;54;4;6;0
28.0339;1.6596;;Algeria;2020-03-17;60;4;6;0
28.0339;1.6596;;Algeria;2020-03-18;74;7;14;3
28.0339;1.6596;;Algeria;2020-03-19;87;9;13;2
28.0339;1.6596;;Algeria;2020-03-20;90;11;3;2
28.0339;1.6596;;Algeria;2020-03-21;139;15;49;4
28.0339;1.6596;;Algeria;2020-03-22;201;17;62;2
28.0339;1.6596;;Algeria;2020-03-23;230;17;29;0
28.0339;1.6596;;Algeria;2020-03-24;264;19;34;2
28.0339;1.6596;;Algeria;2020-03-25;302;21;38;2
42.5063;1.5218;;Andorra;2020-01-22;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-23;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-24;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-25;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-26;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-27;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-28;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-29;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-30;0;0;0;0
42.5063;1.5218;;Andorra;2020-01-31;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-01;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-02;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-03;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-04;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-05;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-06;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-07;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-08;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-09;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-10;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-11;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-12;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-13;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-14;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-15;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-16;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-17;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-18;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-19;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-20;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-21;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-22;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-23;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-24;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-25;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-26;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-27;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-28;0;0;0;0
42.5063;1.5218;;Andorra;2020-02-29;0;0;0;0
42.5063;1.5218;;Andorra;2020-03-01;0;0;0;0
42.5063;1.5218;;Andorra;2020-03-02;1;0;1;0
42.5063;1.5218;;Andorra;2020-03-03;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-04;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-05;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-06;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-07;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-08;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-09;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-10;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-11;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-12;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-13;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-14;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-15;1;0;0;0
42.5063;1.5218;;Andorra;2020-03-16;2;0;1;0
42.5063;1.5218;;Andorra;2020-03-17;39;0;37;0
42.5063;1.5218;;Andorra;2020-03-18;39;0;0;0
42.5063;1.5218;;Andorra;2020-03-19;53;0;14;0
42.5063;1.5218;;Andorra;2020-03-20;75;0;22;0
42.5063;1.5218;;Andorra;2020-03-21;88;0;13;0
42.5063;1.5218;;Andorra;2020-03-22;113;1;25;1
42.5063;1.5218;;Andorra;2020-03-23;133;1;20;0
42.5063;1.5218;;Andorra;2020-03-24;164;1;31;0
42.5063;1.5218;;Andorra;2020-03-25;188;1;24;0
-11.2027;17.8739;;Angola;2020-01-22;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-23;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-24;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-25;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-26;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-27;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-28;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-29;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-30;0;0;0;0
-11.2027;17.8739;;Angola;2020-01-31;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-01;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-02;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-03;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-04;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-05;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-06;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-07;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-08;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-09;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-10;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-11;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-12;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-13;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-14;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-15;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-16;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-17;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-18;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-19;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-20;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-21;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-22;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-23;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-24;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-25;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-26;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-27;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-28;0;0;0;0
-11.2027;17.8739;;Angola;2020-02-29;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-01;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-02;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-03;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-04;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-05;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-06;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-07;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-08;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-09;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-10;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-11;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-12;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-13;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-14;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-15;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-16;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-17;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-18;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-19;0;0;0;0
-11.2027;17.8739;;Angola;2020-03-20;1;0;1;0
-11.2027;17.8739;;Angola;2020-03-21;2;0;1;0
-11.2027;17.8739;;Angola;2020-03-22;2;0;0;0
-11.2027;17.8739;;Angola;2020-03-23;3;0;1;0
-11.2027;17.8739;;Angola;2020-03-24;3;0;0;0
-11.2027;17.8739;;Angola;2020-03-25;3;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-22;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-23;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-24;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-25;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-26;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-27;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-28;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-29;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-30;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-01-31;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-01;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-02;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-03;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-04;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-05;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-06;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-07;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-08;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-09;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-10;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-11;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-12;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-13;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-14;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-15;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-16;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-17;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-18;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-19;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-20;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-21;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-22;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-23;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-24;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-25;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-26;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-27;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-28;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-02-29;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-01;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-02;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-03;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-04;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-05;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-06;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-07;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-08;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-09;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-10;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-11;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-12;0;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-13;1;0;1;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-14;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-15;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-16;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-17;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-18;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-19;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-20;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-21;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-22;1;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-23;3;0;2;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-24;3;0;0;0
17.0608;-61.7964;;Antigua and Barbuda;2020-03-25;3;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-22;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-23;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-24;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-25;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-26;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-27;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-28;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-29;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-30;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-01-31;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-01;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-02;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-03;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-04;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-05;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-06;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-07;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-08;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-09;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-10;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-11;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-12;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-13;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-14;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-15;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-16;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-17;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-18;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-19;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-20;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-21;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-22;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-23;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-24;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-25;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-26;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-27;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-28;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-02-29;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-03-01;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-03-02;0;0;0;0
-38.4161;-63.6167;;Argentina;2020-03-03;1;0;1;0
-38.4161;-63.6167;;Argentina;2020-03-04;1;0;0;0
-38.4161;-63.6167;;Argentina;2020-03-05;1;0;0;0
-38.4161;-63.6167;;Argentina;2020-03-06;2;0;1;0
-38.4161;-63.6167;;Argentina;2020-03-07;8;0;6;0
-38.4161;-63.6167;;Argentina;2020-03-08;12;1;4;1
-38.4161;-63.6167;;Argentina;2020-03-09;12;1;0;0
-38.4161;-63.6167;;Argentina;2020-03-10;17;1;5;0
